Airlines,uri
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c6ca961fb8b16ac8d9ca56ba5bb78d2.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d67a3e20fb8748df737f766d0a799c8.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/00b1abb7862c2512fa995d4d641659eb.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d030ee12e34ac380019e62839eab8fd.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0dc8f942ff0fba640a6bc056f95b376a.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ba9fe7b721fc68bd231731d256ddd9f.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e5f3e283676560d6d04a79c9d1d8b4e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d03699bfc51444df6ca45c9f7566a55.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d5b079fe9cca68ac73b3c8d3ed11d96.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a86139ce572199fc2407a51d137639c.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0de9582476fa1d59203f20f165f25705.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c1cec5ca5a6fb780a9cfa24d99132b1.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a40a4327b631b02ea9a5d8bad0cbd71.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bf9765eedd342330a29038a7f8c3542.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b8eb87912d45fb2930f48928d425f5e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c9536077c842559515af0b245091304.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ad6976276e37b2e25cd77de05c58859.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e4376f9dac9a582c8efcca6fda8f9b5.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b7941aedd125dfe73e5c208d43fe458.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a185b6389ce9219c35af51be1b2af0b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b6332cb6bea033303c092b3152ef3db.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e3ed4e38852a0cef84ee94fb88d38fe.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c7619a726cddace38f99d5126e4b5cf.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ac83693b42f451f27c992a887c38887.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c0d07c53688b008e74d643157b76c57.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c0fbc00f99235ec607b16e17f10979f.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c7eb9ec5913d7a2dc7c0e9d0ff41f28.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d5c488e1e6194c44e389daa569fe625.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e6fdf4f42bba660ee707ae6dbb23bb8.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c9c4cb1548b3729d791e3ccb356ad6d.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c8a23bccb012779267272c4addd5e8b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e588abf26b1fba7d94e502ad20fd5f4.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bb9db4e1d4abdfcf6e9f7c5ed19da75.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bc757a3f0e219dbd49307b224cff6bd.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bf44cd47c202f590ef58e012c52117e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a30bd537b70fb9064b23fbdb3d7c7d8.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a8c89db01ee28d3037bc56168b1260b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e818f121b8da3af509569acdc5e9b47.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a540160a07d22d30870eecf775ee143.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a6cd554d584830fdfd52189c8bfe207.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b477b59301545d1448789cf793be3b7.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a1e97581a8d18fecf8e4b6dd95b1f6f.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c89900e72bcb8c956a97c6d7dc3b5f2.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c8e4c1700687b0ea4944a2b33b01de5.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0dbbeacd0f56eb3b187b0a455818b318.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0af6597ac12d686e67d1dabed8b6ba47.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d180524ae46b8e2a5912cf3a393b3ee.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0df8d08ece85cc46df12864fc92bcd4d.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e0c06f94e03be263a5500cfef889384.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a2143c1083e6baa672e51e58db4afb4.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b2f0e71160a677629f5993736225978.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c244e2fecb4d1098913decf55571005.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d8783b46c0702444093ab357626f8e0.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c8a2cdb2c772fe8c11973c1823a48fe.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a259e302f78dde3fca7cacc3e0c64d1.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c40c902d12029635fb05ef55769fad4.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b5b1a1dd3113ef20f65056725654898.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b960f11a3770da3a8ab33a585fe290c.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c7000dc04ab0053cffedab9faec2851.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d2bc676111fc9af4955e41c4035efa9.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c6a40f9d9c154f68a23c900b553e570.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0aba8555f85b2112e386d7cb4c237602.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a90891a0035fff9b35ddff1a9f1e736.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a2d8ac6edaaa1f1e0342363e27ee7f0.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b74c9c0a3c61752c24297a21d5bfac1.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0dea827c11ecbcf61a1241db81790f07.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c17f5b0a8bd80adcdf6e12ff7089ac4.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d286304cc65b82c5e010b3619563720.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e9eee4e305d36daecb112362ff0149f.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/00a5d23fa78de769d00d2ced7d067dbf.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a3f01280b2731cbb5b6ae0d11070cca.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bbeaa200b1723e3b955141ae0f5bc50.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c9b4d169ebf6db45752c66ad16f568c.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0be99201122a0c8a5038aeb94d46d2e0.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0aac49ab17145acc4c0e6ecd9dc4d987.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c2da2a740161136aaf915beb6c19106.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b7f96ba229219c267f9fddd66eb9da3.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0aeb5fb2e2250af388b94ae6279661db.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0cfc8d39fbf7add5c02105278413473a.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ccf1cdb1843f891749efb75ca2ca17b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0af228e1aaedd5e1eb72a73dd8985d78.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d8b82c37d0589c35d023de04cef5d40.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/00d3fb067c30fb0fdbe9ab5779b297c5.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c4343c6a5d23bda1683dfcef93bed91.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b4fe97acf7e5e48f321aadd2f7bbd3c.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b60dceccc1689e61a6a828c50c2d323.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e60efb8bf9b8f2bb5ef32ebadf6dbad.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bea7385faf531b75fbd36e7769ee8ea.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0df3be6f1bc935c171a9583bdb399211.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ac19dc955f7c2bb2c7871000d2ea63e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/42c88eafedfab5203c72e1d2ec1c2f37.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a5dfed51e6aa680993b58db2f5192d5.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0dc97045567153d25d6a9a6336e8d266.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d7f126e2080f9bf32112dab1128234f.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c8eb9cd33e9447edabf369bf0609f04.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c786f46b32e1008b1ae739bdbf5fe4e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bb3c9bce5e30faaea8a4dd034048a3e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0cca0d954c2247227a59de66d8ae13df.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0d91b3c4ed001ca496d9d7c5b4ec3ae2.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0be7a03351a759a5ce0c202b3f0dd12b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bfaa418914214344c69f91bff67403d.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/00a9b104e3a2d849ea832403d4ff9d26.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b5d7b5f35eb4db98b31bc313f4e2eed.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0b7b1e2bb45373134a4c1e94dd7ee85e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e7eac2ad4785f63d08c3250039857f2.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a11ac1decd86a30357c342532652129.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0cfc792177378214c9582b58137b966e.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0dfce11d572b28d24274633d64db2f7b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0db17777402b71b0fb0172ccbcd0e3a4.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0a7fd4894ca972346066541d16faea1b.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0e3f1257ff395ce5b4e9edbb5b769071.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0db18e5ecdb5eae40edc102ea83e456f.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0cdbe38cdf213b9f46182f98230aa5f7.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ace252849f2dbe45c43ace238dccc57.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0ba70385803180d154e84dacb7d000da.jpg
Jetstar,gs://bq-mm-benchmark-mmqa-images/0c565efa82f7ca12dc98cd908e11ed5e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e60efb8bf9b8f2bb5ef32ebadf6dbad.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0df3be6f1bc935c171a9583bdb399211.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00de735c3356e632af94678c77f57c18.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d3b0da47a86471cce26880c3b85605f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d3b0da47a86471cce26880c3b85605f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e818f121b8da3af509569acdc5e9b47.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a11ac1decd86a30357c342532652129.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c8ed84defc9a7731e04bd39300137f1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cfc792177378214c9582b58137b966e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ae6e4d3f3e358340134d34f4988f9cc.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0df27fb5314dd4abea0495ab1fd80afa.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c7d52ade71694ced9bb64864d32c7be.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e41e0796e07aa895a431a598b08d6f3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a7fd4894ca972346066541d16faea1b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a259908f0d108cd11a98a884a10b33c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a7ad777907100af0e692c9675b7c9f9.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d057428fb6a3fd99797cefdb845ef11.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0caf760d998e70dee73ec58afb971ee1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e6fdf4f42bba660ee707ae6dbb23bb8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cca0d954c2247227a59de66d8ae13df.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c9f5c3941016e3c894569ff96a62ae5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c82dd9e77b50088cd2f6ed6c223169c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b88f858fba6ff221f0eb09948ea9e5b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b05bc867cb47ea8b827e7effe7e08e5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e55b397c7770893544eb92ddc680b23.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bb4259d87a18c9ce93b3ee97497b86b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2bf861d46be4fb513858da7d0692a3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00c1d892abf59934f60b36821aae7bc6.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e4376f9dac9a582c8efcca6fda8f9b5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dfdd88b3997447152d8d2416dc80a0f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0df3be6f1bc935c171a9583bdb399211.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ac19dc955f7c2bb2c7871000d2ea63e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b6540bb760c7b43330ea253b971758c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2c5f6f8bf9b291cf6d074b32eefdee.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c9b4d169ebf6db45752c66ad16f568c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c4403467fc2eb3031c1506744601d7d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a80804cb39708dda23b78eadb0113d7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0be99201122a0c8a5038aeb94d46d2e0.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cfc792177378214c9582b58137b966e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c7619a726cddace38f99d5126e4b5cf.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b477b59301545d1448789cf793be3b7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c0d07c53688b008e74d643157b76c57.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b14a3718339734c11e2c147379b2611.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b14a3718339734c11e2c147379b2611.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a46a0d1a9d47aeb7f049f8460489929.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ad4459e6e55978b2a3da7946a4d5afd.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b363eff1a64d465db59c595bf5d8ec3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d7f126e2080f9bf32112dab1128234f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d7f126e2080f9bf32112dab1128234f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c786f46b32e1008b1ae739bdbf5fe4e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0af228e1aaedd5e1eb72a73dd8985d78.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0caf760d998e70dee73ec58afb971ee1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bb3c9bce5e30faaea8a4dd034048a3e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c1e7b43caf99b86bd3db14061c8cae3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2e09edf3ab74cad451615214b94d6d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d77a58c0f020a5d90d6cf4f1504cfed.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c1cec5ca5a6fb780a9cfa24d99132b1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ad0549c960e11bc60508056fb6d7f4a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a9b21fb6063bf4260d2620fe2ab567a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a259e302f78dde3fca7cacc3e0c64d1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d67a3e20fb8748df737f766d0a799c8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00bf9d8d2a3bcac48f8bc46d21fc4928.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e3ed4e38852a0cef84ee94fb88d38fe.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d941074ec5050ee06fe1dbe52214835.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0daa6f5da597d556af96f2490e396b93.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dfce11d572b28d24274633d64db2f7b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c0d07c53688b008e74d643157b76c57.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e41e0796e07aa895a431a598b08d6f3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a259908f0d108cd11a98a884a10b33c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b57c87c2643a49d590325127d9812a8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ba9fe7b721fc68bd231731d256ddd9f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0af6597ac12d686e67d1dabed8b6ba47.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0af6597ac12d686e67d1dabed8b6ba47.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a9e7c7ee4e45f34b855caa45c908206.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e5f3e283676560d6d04a79c9d1d8b4e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c1e7b43caf99b86bd3db14061c8cae3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d5b079fe9cca68ac73b3c8d3ed11d96.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d4e2955959ed0404bf8d869c66f85d9.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c1cec5ca5a6fb780a9cfa24d99132b1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d180524ae46b8e2a5912cf3a393b3ee.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ba70385803180d154e84dacb7d000da.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d91b3c4ed001ca496d9d7c5b4ec3ae2.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c8d1696ab480dce40ce4bbe2c30c28e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2e1a8b6365eefda28d4d7be73e50e5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b04d5047d0e16ed22221d25debd7e96.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b4fe97acf7e5e48f321aadd2f7bbd3c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b6fbaf4184419ae1bee61fc87a3ab7d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00c1d892abf59934f60b36821aae7bc6.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0df5cc80bcd2a27b91224d658ad3a7b5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00a5d23fa78de769d00d2ced7d067dbf.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a56c25d5e75acc61ab878ab764228b8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0aeb5fb2e2250af388b94ae6279661db.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b477b59301545d1448789cf793be3b7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dc8f942ff0fba640a6bc056f95b376a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c786f46b32e1008b1ae739bdbf5fe4e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c17f5b0a8bd80adcdf6e12ff7089ac4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b88f858fba6ff221f0eb09948ea9e5b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e02dc502393033af4675ac25709ceab.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e4fc151817888f808b35fae241e907e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cb5e772ffd753bd3df08aa157692540.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a09689860fb4a2ad69f55b611bfe20b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0aba94ce585bab43b8a798af3a9cb901.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e60efb8bf9b8f2bb5ef32ebadf6dbad.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dd82dd6dec70831338aff8f5187449c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ac19dc955f7c2bb2c7871000d2ea63e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a8323480f0ef71d2096efacd8ca1742.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e3ed4e38852a0cef84ee94fb88d38fe.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c4403467fc2eb3031c1506744601d7d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c8ed84defc9a7731e04bd39300137f1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00b1abb7862c2512fa995d4d641659eb.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b455df848479c7b111be18512b3efd1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b455df848479c7b111be18512b3efd1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e3f1257ff395ce5b4e9edbb5b769071.jpg
